worker_bbox,author,author_id,img_name,weight,cluster,category,sam_conf,sam_bbox
[ 55.  82. 125. 143.],kenan,17,000000169076.jpg,,,人person,0.9202293,[ 57.  74. 119. 139.]
[237. 290. 592. 593.],kenan,17,000000169076.jpg,,,狗dog,0.97408515,[224. 295. 590. 590.]
[220. 288. 591. 593.],LR,18,000000169076.jpg,,,狗dog,0.9747839,[224. 295. 590. 590.]
[ 49.  68. 179. 206.],LR,18,000000169076.jpg,,,人person,0.95675796,[ 54.  74. 171. 202.]
[137. 106. 248. 205.],LR,18,000000169076.jpg,,,人person,0.8831572,[155. 110. 244. 204.]
[242. 270. 591. 582.],feiyuhuang,19,000000169076.jpg,,,猫cat,0.97527176,[224. 295. 590. 590.]
[217. 296. 594. 604.],peter,25,000000169076.jpg,,,狗dog,0.9740296,[224. 295. 590. 590.]
[ 34.  57. 139. 211.],peter,25,000000169076.jpg,,,人person,0.8799741,[ 54.  74. 140. 202.]
[135. 118. 254. 213.],peter,25,000000169076.jpg,,,人person,0.8596572,[152. 110. 262. 207.]
[ 47.  68. 174. 205.],zhijiachen,24,000000169076.jpg,,,人person,0.95537573,[ 54.  74. 171. 202.]
[142. 117. 239. 204.],zhijiachen,24,000000169076.jpg,,,人person,0.89362085,[155. 111. 243. 204.]
[221. 276. 597. 506.],zhijiachen,24,000000169076.jpg,,,狗dog,0.92716706,[250. 295. 590. 499.]
[242. 219. 434. 345.],czhangcn,11,000000172330.jpg,,,猫cat,0.9783695,[247. 221. 415. 331.]
[468.  83. 640. 395.],czhangcn,11,000000172330.jpg,,,汽车car,0.98861223,[475.  89. 639. 364.]
[ 78.  27. 573. 269.],czhangcn,11,000000172330.jpg,,,汽车car,0.8435939,[ 66.   4. 553. 267.]
[  1.  20.  74. 213.],czhangcn,11,000000172330.jpg,,,汽车car,0.952894,[  0.  58.  80. 211.]
[236. 213. 421. 334.],gujiale,8,000000172330.jpg,,,猫cat,0.9802886,[247. 221. 415. 331.]
[477.  82. 640. 384.],gujiale,8,000000172330.jpg,,,汽车car,0.9913504,[475.  89. 639. 363.]
[ 75.   0. 633. 310.],gujiale,8,000000172330.jpg,,,汽车car,1.002038,[ 65.   0. 639. 310.]
[  1.   0. 275. 217.],gujiale,8,000000172330.jpg,,,汽车car,0.9874462,[  0.   0. 269. 210.]
[245. 218. 416. 331.],guo,12,000000172330.jpg,,,猫cat,0.9788473,[247. 221. 415. 331.]
[475.  85. 640. 357.],guo,12,000000172330.jpg,,,汽车car,0.99114454,[475.  89. 639. 362.]
[ 68.   0. 640. 309.],guo,12,000000172330.jpg,,,汽车car,1.0023805,[ 65.   0. 639. 310.]
[  0.   0. 283. 212.],guo,12,000000172330.jpg,,,汽车car,0.98617935,[  0.   0. 269. 210.]
[247. 222. 416. 333.],mcaloma,13,000000172330.jpg,,,猫cat,0.9785854,[247. 221. 415. 331.]
[473.  83. 640. 363.],mcaloma,13,000000172330.jpg,,,汽车car,0.9928001,[475.  89. 639. 362.]
[ 67.   0. 634. 301.],mcaloma,13,000000172330.jpg,,,汽车car,0.9994003,[ 65.   0. 639. 310.]
[  0.   0.  77. 210.],mcaloma,13,000000172330.jpg,,,汽车car,0.88857156,[  0.   0.  80. 211.]
[247. 220. 418. 333.],qwjone1,14,000000172330.jpg,,,猫cat,0.97896034,[247. 221. 415. 331.]
[471.  84. 640. 356.],qwjone1,14,000000172330.jpg,,,汽车car,0.9905771,[475.  89. 639. 362.]
[ 69.   0. 640. 310.],qwjone1,14,000000172330.jpg,,,汽车car,1.0026504,[ 65.   0. 639. 310.]
[  0.   0. 280. 212.],qwjone1,14,000000172330.jpg,,,汽车car,0.98669016,[  0.   0. 269. 210.]
[246. 221. 421. 333.],yonghao,9,000000172330.jpg,,,汽车car,0.9790703,[247. 221. 415. 331.]
[  0.  12. 244. 215.],yonghao,9,000000172330.jpg,,,汽车car,0.9715297,[  0.   0. 256. 210.]
[ 69.  10. 640. 310.],yonghao,9,000000172330.jpg,,,汽车car,1.000325,[ 65.   0. 639. 310.]
[473.  85. 640. 370.],yonghao,9,000000172330.jpg,,,汽车car,0.9944467,[475.  89. 639. 363.]
[242. 220. 417. 334.],wuyang,15,000000172330.jpg,,,猫cat,0.97950923,[247. 221. 415. 331.]
[  0.   0. 292. 216.],wuyang,15,000000172330.jpg,,,汽车car,0.98792195,[  0.   0. 269. 210.]
[470.  84. 640. 385.],wuyang,15,000000172330.jpg,,,汽车car,0.9918889,[475.  89. 639. 363.]
[ 64.  24. 640. 314.],wuyang,15,000000172330.jpg,,,汽车car,0.93448454,[ 65.   0. 639. 310.]
[244. 221. 417. 333.],Wenshuo ZHANG,16,000000172330.jpg,,,猫cat,0.9790939,[247. 221. 415. 331.]
[236. 217. 418. 337.],kenan,17,000000172330.jpg,,,猫cat,0.9804182,[247. 221. 415. 331.]
[471.  85. 640. 368.],kenan,17,000000172330.jpg,,,汽车car,0.9950925,[475.  89. 639. 363.]
[ 73.   3. 640. 314.],kenan,17,000000172330.jpg,,,汽车car,1.0018756,[ 65.   0. 639. 310.]
[414. 389. 592. 412.],kenan,17,000000172330.jpg,,,汽车car,0.5859669,[408. 388. 554. 403.]
[243. 220. 417. 333.],LR,18,000000172330.jpg,,,猫cat,0.9792743,[247. 221. 415. 331.]
[  2.  34. 179. 217.],LR,18,000000172330.jpg,,,汽车car,0.91874266,[  0.   2. 151. 210.]
[ 52.  37. 640. 307.],LR,18,000000172330.jpg,,,汽车car,0.9141058,[ 66.   3. 639. 309.]
[473.  81. 639. 374.],LR,18,000000172330.jpg,,,汽车car,0.9918036,[475.  89. 639. 363.]
[237. 224. 418. 333.],feiyuhuang,19,000000172330.jpg,,,猫cat,0.9790542,[247. 221. 415. 331.]
[  0.   0. 640. 268.],feiyuhuang,19,000000172330.jpg,,,汽车car,0.9317439,[ 12.   0. 639. 308.]
[476.  87. 640. 386.],feiyuhuang,19,000000172330.jpg,,,汽车car,0.9901493,[475.  89. 639. 363.]
[246. 218. 415. 334.],zhijiachen,24,000000172330.jpg,,,猫cat,0.9793445,[247. 221. 415. 331.]
[472.  84. 640. 367.],zhijiachen,24,000000172330.jpg,,,汽车car,0.9948802,[475.  89. 639. 363.]
[ 69.   0. 640. 312.],zhijiachen,24,000000172330.jpg,,,汽车car,1.0031369,[ 65.   0. 639. 310.]
[  0.   0. 273. 215.],zhijiachen,24,000000172330.jpg,,,汽车car,0.9877781,[  0.   0. 269. 210.]
[232. 217. 429. 344.],peter,25,000000172330.jpg,,,猫cat,0.9797776,[247. 221. 415. 331.]
[487.  91. 640. 408.],peter,25,000000172330.jpg,,,汽车car,0.9980415,[475.  89. 639. 363.]
[ 74.   6. 640. 313.],peter,25,000000172330.jpg,,,汽车car,0.9999462,[ 65.   0. 639. 310.]
[ 12.   0. 258. 231.],peter,25,000000172330.jpg,,,汽车car,0.9876897,[  0.   0. 268. 210.]
[  1.   7. 522. 480.],czhangcn,11,000000498286.jpg,,,狗dog,1.0012448,[  0.   9. 468. 478.]
[  1.   7. 484. 477.],gujiale,8,000000498286.jpg,,,狗dog,0.9880761,[  0.   9. 468. 478.]
[  0.   3. 470. 480.],guo,12,000000498286.jpg,,,狗dog,0.98995376,[  0.   9. 468. 478.]
[441. 336. 617. 418.],guo,12,000000498286.jpg,,,汽车car,0.96666247,[432. 337. 611. 417.]
[  0.   2. 470. 480.],mcaloma,13,000000498286.jpg,,,汽车car,0.9903096,[  0.   9. 468. 478.]
[438. 333. 620. 416.],mcaloma,13,000000498286.jpg,,,汽车car,0.9666733,[432. 337. 611. 417.]
[435. 335. 618. 420.],qwjone1,14,000000498286.jpg,,,汽车car,0.96812713,[432. 337. 611. 418.]
[  1.  11. 479. 472.],qwjone1,14,000000498286.jpg,,,狗dog,0.9800188,[  0.   9. 468. 477.]
[  0.   6. 476. 480.],yonghao,9,000000498286.jpg,,,狗dog,0.98863435,[  0.   9. 468. 478.]
[435. 335. 616. 423.],yonghao,9,000000498286.jpg,,,汽车car,0.9686522,[432. 337. 611. 418.]
[428. 331. 617. 428.],wuyang,15,000000498286.jpg,,,汽车car,0.96808445,[432. 337. 611. 418.]
[  0.   0. 484. 480.],wuyang,15,000000498286.jpg,,,狗dog,0.9927633,[  0.   9. 468. 478.]
[  2.   9. 478. 480.],Wenshuo ZHANG,16,000000498286.jpg,,,狗dog,0.98652047,[  0.   9. 468. 477.]
[  0.  15. 475. 480.],kenan,17,000000498286.jpg,,,狗dog,0.98267967,[  0.   9. 468. 477.]
[434. 334. 611. 419.],kenan,17,000000498286.jpg,,,汽车car,0.9683173,[432. 337. 611. 418.]
[  0.   2. 486. 479.],LR,18,000000498286.jpg,,,狗dog,0.9923376,[  0.   9. 468. 478.]
[424. 332. 624. 422.],LR,18,000000498286.jpg,,,汽车car,0.9678318,[432. 337. 611. 418.]
[  1.   1. 482. 480.],feiyuhuang,19,000000498286.jpg,,,狗dog,0.99181986,[  0.   9. 468. 478.]
[  0.   1. 488. 480.],zhijiachen,24,000000498286.jpg,,,狗dog,0.9936827,[  0.   9. 468. 478.]
[425. 334. 612. 422.],zhijiachen,24,000000498286.jpg,,,汽车car,0.9686486,[432. 337. 611. 418.]
[  0.   0. 486. 463.],peter,25,000000498286.jpg,,,狗dog,0.9669149,[  0.   9. 468. 477.]
[198. 148. 403. 364.],czhangcn,11,000000474164.jpg,,,狗dog,0.9816432,[251. 178. 341. 363.]
[ 41. 368. 126. 429.],czhangcn,11,000000474164.jpg,,,汽车car,0.9438035,[ 30. 379. 119. 427.]
[ 67. 334. 629. 640.],czhangcn,11,000000474164.jpg,,,汽车car,0.9923245,[ 99. 362. 631. 639.]
[248. 170. 351. 367.],gujiale,8,000000474164.jpg,,,狗dog,0.9771781,[253. 178. 341. 363.]
[ 40. 376. 126. 429.],gujiale,8,000000474164.jpg,,,汽车car,0.9445133,[ 30. 379. 119. 427.]
[  1. 362. 631. 640.],gujiale,8,000000474164.jpg,,,汽车car,0.986311,[  2. 362. 631. 639.]
[251. 175. 345. 365.],guo,12,000000474164.jpg,,,狗dog,0.9734554,[253. 178. 341. 363.]
[ 39. 370. 123. 426.],guo,12,000000474164.jpg,,,汽车car,0.94599664,[ 30. 379. 119. 427.]
[  3. 361. 633. 637.],guo,12,000000474164.jpg,,,汽车car,0.9863595,[  2. 362. 631. 639.]
[245. 170. 350. 371.],mcaloma,13,000000474164.jpg,,,狗dog,0.97855455,[253. 178. 341. 363.]
[  0. 372. 628. 640.],mcaloma,13,000000474164.jpg,,,汽车car,0.98179984,[  2. 362. 631. 639.]
[251. 175. 342. 367.],qwjone1,14,000000474164.jpg,,,狗dog,0.9731139,[253. 178. 341. 363.]
[  0. 360. 632. 634.],qwjone1,14,000000474164.jpg,,,汽车car,0.98591226,[  2. 362. 631. 639.]
[ 30. 380. 123. 428.],qwjone1,14,000000474164.jpg,,,汽车car,0.9448881,[ 29. 379. 119. 427.]
[ 37. 376. 122. 429.],yonghao,9,000000474164.jpg,,,汽车car,0.9450352,[ 29. 379. 119. 427.]
[  0. 361. 630. 640.],yonghao,9,000000474164.jpg,,,汽车car,0.98628974,[  2. 362. 631. 639.]
[248. 177. 346. 366.],yonghao,9,000000474164.jpg,,,狗dog,0.9752245,[253. 178. 341. 363.]
[ 35. 376. 133. 430.],wuyang,15,000000474164.jpg,,,汽车car,0.9453733,[ 30. 379. 119. 427.]
[244. 176. 358. 366.],wuyang,15,000000474164.jpg,,,狗dog,0.97831655,[253. 178. 341. 363.]
[  1. 360. 633. 640.],wuyang,15,000000474164.jpg,,,汽车car,0.9865322,[  2. 362. 631. 639.]
[253. 177. 346. 367.],Wenshuo ZHANG,16,000000474164.jpg,,,狗dog,0.9721573,[253. 178. 341. 363.]
[251. 181. 344. 364.],kenan,17,000000474164.jpg,,,狗dog,0.9715465,[253. 178. 341. 363.]
[  0. 363. 633. 640.],kenan,17,000000474164.jpg,,,汽车car,0.9861898,[  2. 362. 631. 639.]
[244. 177. 347. 368.],LR,18,000000474164.jpg,,,狗dog,0.97725904,[253. 178. 341. 363.]
[101. 361. 632. 640.],LR,18,000000474164.jpg,,,汽车car,0.988611,[100. 362. 631. 639.]
[ 28. 376. 126. 430.],LR,18,000000474164.jpg,,,汽车car,0.94429344,[ 29. 379. 119. 427.]
[242. 179. 357. 367.],feiyuhuang,19,000000474164.jpg,,,狗dog,0.978027,[253. 178. 341. 363.]
[237. 170. 363. 370.],peter,25,000000474164.jpg,,,狗dog,0.9824023,[252. 178. 341. 363.]
[  2. 346. 633. 640.],peter,25,000000474164.jpg,,,汽车car,0.98322284,[  2. 362. 631. 639.]
[251. 176. 342. 368.],zhijiachen,24,000000474164.jpg,,,狗dog,0.97311735,[253. 178. 341. 363.]
[ 27. 380. 129. 428.],zhijiachen,24,000000474164.jpg,,,汽车car,0.9450432,[ 29. 379. 119. 427.]
[ 47. 380.  79. 395.],zhijiachen,24,000000474164.jpg,,,汽车car,0.7687801,[ 46. 383.  72. 394.]
[  0. 335. 633. 640.],zhijiachen,24,000000474164.jpg,,,汽车car,0.979967,[  2. 362. 631. 639.]
[120. 150. 235. 275.],czhangcn,11,000000189806.jpg,,,猫cat,0.99006134,[131. 166. 222. 268.]
[252. 186. 433. 302.],czhangcn,11,000000189806.jpg,,,狗dog,0.9796562,[264. 193. 437. 295.]
[129. 162. 223. 280.],gujiale,8,000000189806.jpg,,,猫cat,0.9885007,[131. 166. 222. 268.]
[262. 188. 435. 304.],gujiale,8,000000189806.jpg,,,狗dog,0.98032224,[264. 193. 437. 296.]
[129. 165. 224. 273.],guo,12,000000189806.jpg,,,猫cat,0.9881248,[131. 166. 222. 268.]
[265. 194. 448. 298.],guo,12,000000189806.jpg,,,狗dog,0.97731507,[264. 193. 437. 295.]
[125. 157. 227. 275.],mcaloma,13,000000189806.jpg,,,猫cat,0.9898573,[131. 166. 222. 268.]
[261. 196. 431. 295.],mcaloma,13,000000189806.jpg,,,狗dog,0.97677195,[264. 193. 437. 295.]
[129. 165. 224. 268.],qwjone1,14,000000189806.jpg,,,猫cat,0.98763984,[131. 166. 222. 268.]
[261. 194. 427. 298.],qwjone1,14,000000189806.jpg,,,狗dog,0.9775989,[264. 193. 437. 295.]
[129. 163. 226. 272.],yonghao,9,000000189806.jpg,,,猫cat,0.9879087,[131. 166. 222. 268.]
[262. 192. 425. 298.],yonghao,9,000000189806.jpg,,,狗dog,0.973564,[264. 193. 436. 295.]
[127. 164. 225. 271.],wuyang,15,000000189806.jpg,,,猫cat,0.98823756,[131. 166. 222. 268.]
[263. 191. 428. 303.],wuyang,15,000000189806.jpg,,,狗dog,0.9791176,[264. 193. 437. 295.]
[267. 193. 435. 298.],Wenshuo ZHANG,16,000000189806.jpg,,,狗dog,0.9769523,[264. 193. 437. 296.]
[118. 158. 226. 274.],Wenshuo ZHANG,16,000000189806.jpg,,,猫cat,0.9899746,[131. 166. 222. 268.]
[128. 163. 225. 270.],kenan,17,000000189806.jpg,,,猫cat,0.98800087,[131. 166. 222. 268.]
[129. 165. 227. 272.],LR,18,000000189806.jpg,,,猫cat,0.98786753,[131. 166. 222. 268.]
[259. 185. 421. 302.],LR,18,000000189806.jpg,,,狗dog,0.9238336,[264. 194. 432. 295.]
[128. 163. 224. 270.],feiyuhuang,19,000000189806.jpg,,,狗dog,0.98802066,[131. 166. 222. 268.]
[258. 193. 415. 298.],feiyuhuang,19,000000189806.jpg,,,狗dog,0.8600019,[264. 194. 416. 295.]
[133. 157. 218. 276.],peter,25,000000189806.jpg,,,猫cat,0.9879649,[131. 166. 222. 268.]
[254. 187. 440. 308.],peter,25,000000189806.jpg,,,狗dog,0.9810178,[264. 193. 437. 296.]
[125. 161. 231. 271.],zhijiachen,24,000000189806.jpg,,,猫cat,0.9889804,[131. 166. 222. 268.]
[255. 193. 439. 298.],zhijiachen,24,000000189806.jpg,,,狗dog,0.97409296,[264. 193. 437. 295.]
[179.  79. 232. 216.],czhangcn,11,000000459437.jpg,,,羊sheep,0.8605886,[195. 126. 228. 189.]
[204.  86. 312. 248.],czhangcn,11,000000459437.jpg,,,羊sheep,0.93955773,[212. 107. 318. 220.]
[352. 107. 620. 364.],czhangcn,11,000000459437.jpg,,,羊sheep,0.94370055,[333.  98. 634. 337.]
[303. 100. 394. 222.],czhangcn,11,000000459437.jpg,,,羊sheep,0.95934653,[309.  99. 388. 227.]
[  0. 126. 255. 397.],czhangcn,11,000000459437.jpg,,,人person,0.9202899,[  0. 158. 215. 346.]
[196.  95. 639. 425.],gujiale,8,000000459437.jpg,,,羊sheep,1.0198151,[334.  98. 639. 424.]
[334.  97. 640. 426.],guo,12,000000459437.jpg,,,羊sheep,0.95494694,[333.  99. 639. 424.]
[213. 109. 364. 426.],guo,12,000000459437.jpg,,,羊sheep,0.96672225,[212. 107. 361. 414.]
[189. 113. 255. 345.],guo,12,000000459437.jpg,,,羊sheep,0.8590276,[195. 126. 251. 236.]
[315.  99. 364. 391.],guo,12,000000459437.jpg,,,人person,0.958616,[309.  99. 388. 226.]
[  1. 187. 218. 354.],guo,12,000000459437.jpg,,,人person,0.9598825,[  0. 189. 216. 346.]
[332.  97. 640. 426.],qwjone1,14,000000459437.jpg,,,羊sheep,0.95617247,[333.  99. 639. 424.]
[307.  99. 400. 233.],qwjone1,14,000000459437.jpg,,,羊sheep,0.9599611,[309.  99. 388. 227.]
[211. 105. 365. 426.],qwjone1,14,000000459437.jpg,,,羊sheep,0.96766746,[212. 107. 361. 414.]
[191. 112. 301. 354.],qwjone1,14,000000459437.jpg,,,羊sheep,0.9529653,[195. 117. 298. 351.]
[  0. 185. 267. 349.],qwjone1,14,000000459437.jpg,,,人person,0.9823755,[  0. 189. 216. 346.]
[  0. 192. 218. 350.],yonghao,9,000000459437.jpg,,,人person,0.9528572,[  0. 189. 216. 346.]
[310.  98. 448. 409.],yonghao,9,000000459437.jpg,,,羊sheep,0.878265,[310.  98. 444. 422.]
[336.  97. 640. 426.],yonghao,9,000000459437.jpg,,,羊sheep,0.9540287,[333.  99. 639. 424.]
[212. 105. 370. 387.],yonghao,9,000000459437.jpg,,,羊sheep,0.8979218,[212. 107. 360. 381.]
[192. 120. 298. 351.],yonghao,9,000000459437.jpg,,,羊sheep,0.9355264,[195. 120. 298. 351.]
[194. 114. 266. 247.],wuyang,15,000000459437.jpg,,,羊sheep,0.9263184,[195. 127. 252. 206.]
[211. 114. 304. 356.],wuyang,15,000000459437.jpg,,,羊sheep,0.78826034,[196. 116. 298. 351.]
[210. 103. 374. 426.],wuyang,15,000000459437.jpg,,,羊sheep,0.96822524,[212. 107. 361. 414.]
[308. 100. 441. 426.],wuyang,15,000000459437.jpg,,,羊sheep,0.8706889,[310. 100. 444. 424.]
[331.  95. 640. 426.],wuyang,15,000000459437.jpg,,,羊sheep,0.9589944,[333.  99. 639. 424.]
[339.  93. 640. 426.],Wenshuo ZHANG,16,000000459437.jpg,,,羊sheep,0.9568131,[333.  99. 639. 424.]
[317.  97. 521. 422.],Wenshuo ZHANG,16,000000459437.jpg,,,羊sheep,0.5737594,[310.  98. 499. 423.]
[215. 105. 378. 423.],Wenshuo ZHANG,16,000000459437.jpg,,,羊sheep,0.9691243,[212. 107. 361. 414.]
[191. 109. 349. 421.],Wenshuo ZHANG,16,000000459437.jpg,,,羊sheep,0.77250063,[197. 107. 361. 413.]
[  2. 186. 265. 349.],Wenshuo ZHANG,16,000000459437.jpg,,,人person,0.9781702,[  0. 189. 216. 346.]
[211. 105. 404. 412.],kenan,17,000000459437.jpg,,,羊sheep,0.9669843,[212. 107. 381. 414.]
[334.  98. 640. 425.],kenan,17,000000459437.jpg,,,羊sheep,0.9539913,[333.  99. 639. 424.]
[308.  98. 397. 235.],kenan,17,000000459437.jpg,,,人person,0.95921075,[309.  99. 388. 227.]
[  0. 190. 218. 350.],kenan,17,000000459437.jpg,,,人person,0.9557991,[  0. 189. 216. 346.]
[  0. 187. 219. 350.],LR,18,000000459437.jpg,,,人person,0.95946777,[  0. 189. 216. 346.]
[189. 109. 252. 245.],LR,18,000000459437.jpg,,,羊sheep,0.92247415,[195. 126. 252. 206.]
[209. 105. 295. 352.],LR,18,000000459437.jpg,,,羊sheep,0.8864268,[195. 116. 298. 351.]
[212. 104. 363. 424.],LR,18,000000459437.jpg,,,羊sheep,0.9689558,[212. 107. 361. 414.]
[311.  97. 447. 426.],LR,18,000000459437.jpg,,,羊sheep,0.8778512,[310. 100. 445. 424.]
[332.  95. 639. 426.],LR,18,000000459437.jpg,,,羊sheep,0.95831335,[333.  99. 639. 424.]
[196. 120. 257. 218.],feiyuhuang,19,000000459437.jpg,,,羊sheep,0.92389286,[195. 127. 252. 206.]
[213. 102. 342. 390.],feiyuhuang,19,000000459437.jpg,,,羊sheep,0.883623,[212. 107. 358. 378.]
[315.  90. 453. 426.],feiyuhuang,19,000000459437.jpg,,,羊sheep,0.8827404,[310. 100. 445. 424.]
[331.  50. 638. 425.],feiyuhuang,19,000000459437.jpg,,,羊sheep,0.96510124,[333.  99. 639. 424.]
[188. 109. 270. 233.],peter,25,000000459437.jpg,,,羊sheep,0.9262806,[195. 126. 252. 206.]
[230.  85. 336. 390.],peter,25,000000459437.jpg,,,羊sheep,0.935971,[213. 107. 326. 263.]
[312.  64. 446. 426.],peter,25,000000459437.jpg,,,羊sheep,0.8786738,[310.  98. 444. 424.]
[331. 107. 630. 426.],peter,25,000000459437.jpg,,,羊sheep,0.94672424,[333.  98. 639. 424.]
[  2. 171. 272. 370.],peter,25,000000459437.jpg,,,人person,0.96792006,[  0. 190. 216. 346.]
[  0. 184. 219. 352.],zhijiachen,24,000000459437.jpg,,,人person,0.9582745,[  0. 189. 216. 346.]
[332.  93. 640. 426.],zhijiachen,24,000000459437.jpg,,,羊sheep,0.9606459,[333.  99. 639. 424.]
[314.  96. 500. 426.],zhijiachen,24,000000459437.jpg,,,羊sheep,0.83838814,[310.  98. 499. 424.]
[213.  99. 367. 388.],zhijiachen,24,000000459437.jpg,,,羊sheep,0.8998656,[212. 107. 360. 382.]
[197. 109. 295. 356.],zhijiachen,24,000000459437.jpg,,,羊sheep,0.9525866,[195. 116. 298. 351.]
[226. 216. 405. 352.],czhangcn,11,000000455219.jpg,,,牛cow,0.874678,[240. 223. 413. 359.]
[330. 202. 480. 326.],czhangcn,11,000000455219.jpg,,,牛cow,0.93601197,[361. 227. 496. 338.]
[284. 188. 338. 236.],czhangcn,11,000000455219.jpg,,,人person,0.8692744,[303. 197. 332. 233.]
[461. 195. 554. 383.],czhangcn,11,000000455219.jpg,,,人person,0.97491795,[473. 203. 545. 370.]
[242. 222. 438. 362.],gujiale,8,000000455219.jpg,,,牛cow,0.9621454,[242. 224. 436. 360.]
[324. 221. 517. 348.],gujiale,8,000000455219.jpg,,,牛cow,0.942637,[339. 221. 497. 338.]
[307. 195. 343. 241.],gujiale,8,000000455219.jpg,,,人person,0.90611017,[310. 197. 332. 234.]
[470. 201. 545. 371.],gujiale,8,000000455219.jpg,,,人person,0.9865597,[473. 203. 545. 369.]
[240. 212. 445. 359.],guo,12,000000455219.jpg,,,牛cow,0.9622766,[240. 221. 436. 360.]
[318. 224. 507. 348.],guo,12,000000455219.jpg,,,牛cow,0.9386182,[338. 221. 497. 338.]
[474. 203. 547. 373.],guo,12,000000455219.jpg,,,人person,0.98446035,[473. 203. 545. 369.]
[307. 195. 331. 228.],guo,12,000000455219.jpg,,,人person,0.9261428,[311. 197. 332. 231.]
[235. 224. 439. 360.],qwjone1,14,000000455219.jpg,,,牛cow,0.9626626,[242. 224. 436. 360.]
[301. 192. 336. 232.],qwjone1,14,000000455219.jpg,,,人person,0.9031655,[311. 197. 332. 232.]
[464. 200. 544. 368.],qwjone1,14,000000455219.jpg,,,人person,0.9833762,[473. 203. 545. 369.]
[312. 217. 501. 343.],qwjone1,14,000000455219.jpg,,,牛cow,0.9430509,[328. 220. 497. 338.]
[237. 225. 440. 363.],yonghao,9,000000455219.jpg,,,牛cow,0.9626975,[242. 224. 436. 360.]
[314. 222. 500. 341.],yonghao,9,000000455219.jpg,,,牛cow,0.9384347,[338. 220. 497. 338.]
[470. 204. 548. 370.],yonghao,9,000000455219.jpg,,,人person,0.985641,[473. 203. 545. 369.]
[306. 198. 340. 238.],yonghao,9,000000455219.jpg,,,人person,0.91139,[311. 197. 332. 234.]
[236. 214. 441. 363.],wuyang,15,000000455219.jpg,,,牛cow,0.96272266,[240. 221. 436. 360.]
[316. 218. 509. 353.],wuyang,15,000000455219.jpg,,,牛cow,0.950686,[337. 220. 497. 338.]
[472. 200. 548. 370.],wuyang,15,000000455219.jpg,,,人person,0.98675954,[473. 203. 545. 369.]
[310. 196. 338. 240.],wuyang,15,000000455219.jpg,,,人person,0.91310483,[311. 197. 332. 234.]
[238. 222. 436. 363.],Wenshuo ZHANG,16,000000455219.jpg,,,牛cow,0.9630842,[241. 224. 436. 360.]
[325. 217. 505. 353.],Wenshuo ZHANG,16,000000455219.jpg,,,牛cow,0.9467163,[337. 220. 497. 338.]
[307. 195. 341. 234.],Wenshuo ZHANG,16,000000455219.jpg,,,人person,0.9125139,[311. 197. 332. 233.]
[466. 201. 546. 372.],Wenshuo ZHANG,16,000000455219.jpg,,,人person,0.9833108,[473. 203. 545. 369.]
